name,gene.x,gene.y,complexSize
CCR4-NOT-CNOT8-CNOT6 complex,CNOT10,CNOT2,9
CCR4-NOT-CNOT8-CNOT6 complex,CNOT10,CNOT3,9
CCR4-NOT-CNOT8-CNOT6 complex,CNOT10,CNOT9,9
CCR4-NOT-CNOT8-CNOT6 complex,CNOT11,CNOT2,9
CCR4-NOT-CNOT8-CNOT6 complex,CNOT11,CNOT3,9
CCR4-NOT-CNOT8-CNOT6 complex,CNOT11,CNOT9,9
CCR4-NOT-CNOT8-CNOT6 complex,CNOT2,CNOT3,9
CCR4-NOT-CNOT8-CNOT6 complex,CNOT2,CNOT9,9
CCR4-NOT-CNOT8-CNOT6 complex,CNOT3,CNOT9,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT1,CNOT10,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT1,CNOT11,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT1,CNOT2,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT1,CNOT3,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT1,CNOT9,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT10,CNOT11,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT10,CNOT2,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT10,CNOT3,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT10,CNOT9,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT11,CNOT2,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT11,CNOT3,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT11,CNOT9,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT2,CNOT3,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT2,CNOT9,9
CCR4-NOT-CNOT8-CNOT6L complex,CNOT3,CNOT9,9
CDC5L complex,DYNC1H1,GCN1,30
CDC5L complex,DYNC1H1,PRKDC,30
CDC5L complex,DYNC1H1,SNRPA,30
CDC5L complex,DYNC1H1,TCF4,30
CDC5L complex,DYNC1H1,TOP2A,30
CDC5L complex,GCN1,PRKDC,30
CDC5L complex,GCN1,SNRPA,30
CDC5L complex,GCN1,TCF4,30
CDC5L complex,GCN1,TOP2A,30
CDC5L complex,PRKDC,SNRPA,30
CDC5L complex,PRKDC,TCF4,30
CDC5L complex,PRKDC,TOP2A,30
CDC5L complex,SNRPA,TCF4,30
CDC5L complex,SNRPA,TOP2A,30
CDC5L complex,TCF4,TOP2A,30
CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,CHD4,HDAC2,5
CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,CHD4,MTA2,5
CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,CHD4,RBBP7,5
CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,HDAC2,MTA2,5
CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,HDAC2,RBBP7,5
CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,MTA2,RBBP7,5
CEN complex,DDB1,RACGAP1,37
CEN complex,DDB1,SUPT16H,37
CEN complex,DDB1,VIRMA,37
CEN complex,DDB1,WDR11,37
CEN complex,DDB1,WTAP,37
CEN complex,DDB1,ZC3H13,37
CEN complex,RACGAP1,SUPT16H,37
CEN complex,RACGAP1,VIRMA,37
CEN complex,RACGAP1,WDR11,37
CEN complex,RACGAP1,WTAP,37
CEN complex,RACGAP1,ZC3H13,37
CEN complex,SUPT16H,VIRMA,37
CEN complex,SUPT16H,WDR11,37
CEN complex,SUPT16H,WTAP,37
CEN complex,SUPT16H,ZC3H13,37
CEN complex,VIRMA,WDR11,37
CEN complex,VIRMA,WTAP,37
CEN complex,VIRMA,ZC3H13,37
CEN complex,WDR11,WTAP,37
CEN complex,WDR11,ZC3H13,37
CEN complex,WTAP,ZC3H13,37
CF IIAm complex (Cleavage factor IIAm complex),CPSF3,ERCC3,16
CF IIAm complex (Cleavage factor IIAm complex),CPSF3,GTF2H4,16
CF IIAm complex (Cleavage factor IIAm complex),CPSF3,MRE11,16
CF IIAm complex (Cleavage factor IIAm complex),CPSF3,TJP1,16
CF IIAm complex (Cleavage factor IIAm complex),ERCC3,GTF2H4,16
CF IIAm complex (Cleavage factor IIAm complex),ERCC3,MRE11,16
CF IIAm complex (Cleavage factor IIAm complex),ERCC3,TJP1,16
CF IIAm complex (Cleavage factor IIAm complex),GTF2H4,MRE11,16
CF IIAm complex (Cleavage factor IIAm complex),GTF2H4,TJP1,16
CF IIAm complex (Cleavage factor IIAm complex),MRE11,TJP1,16
"CIA targeting (MIP18, CIAO1, MMS19) complex",CIAO1,MMS19,3
CNOT1-CNOT2-CNOT3 complex,CNOT1,CNOT2,3
CNOT1-CNOT2-CNOT3 complex,CNOT1,CNOT3,3
CNOT1-CNOT2-CNOT3 complex,CNOT2,CNOT3,3
CNS-P53 complex,COPS2,COPS4,9
CNS-P53 complex,COPS2,GPS1,9
CNS-P53 complex,COPS2,TP53,9
CNS-P53 complex,COPS4,GPS1,9
CNS-P53 complex,COPS4,TP53,9
CNS-P53 complex,GPS1,TP53,9
COP9 signalosome complex,COPS2,COPS4,8
COP9 signalosome complex,COPS2,GPS1,8
COP9 signalosome complex,COPS4,GPS1,8
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,ITCH,POLR2A,6
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,ITCH,UBAP2L,6
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,POLR2A,UBAP2L,6
CPSF6-ITCH-NUDT21-POLR2A complex,ITCH,POLR2A,4
CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex,ITCH,POLR2A,5
CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex,ITCH,UBAP2L,5
CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex,POLR2A,UBAP2L,5
CREBBP-SMAD2 hexameric complex,CREBBP,SMAD2,2
CREBBP-SMAD2-SMAD4 pentameric complex,CREBBP,SMAD2,3
CREBBP-SMAD2-SMAD4 pentameric complex,CREBBP,SMAD4,3
CREBBP-SMAD2-SMAD4 pentameric complex,SMAD2,SMAD4,3
CREBBP-SMAD3-SMAD4 pentameric complex,CREBBP,SMAD4,3
CRM1-RAN-PHAX-CBC complex (cap binding complex),NCBP1,NCBP2,5
CRM1-RAN-PHAX-CBC complex (cap binding complex),NCBP1,XPO1,5
CRM1-RAN-PHAX-CBC complex (cap binding complex),NCBP2,XPO1,5
CRSP complex,MED1,MED14,12
CRSP complex,MED1,MED17,12
CRSP complex,MED1,MED23,12
CRSP complex,MED1,MED24,12
CRSP complex,MED1,MED26,12
CRSP complex,MED1,MED15,12
CRSP complex,MED14,MED17,12
CRSP complex,MED14,MED23,12
CRSP complex,MED14,MED24,12
CRSP complex,MED14,MED26,12
CRSP complex,MED14,MED15,12
CRSP complex,MED17,MED23,12
CRSP complex,MED17,MED24,12
CRSP complex,MED17,MED26,12
CRSP complex,MED23,MED24,12
CRSP complex,MED23,MED26,12
CRSP complex,MED24,MED26,12
CRSP complex,MED15,MED17,12
CRSP complex,MED15,MED23,12
CRSP complex,MED15,MED24,12
CRSP complex,MED15,MED26,12
CRSP-Mediator 2 complex,MED14,MED15,10
CRSP-Mediator 2 complex,MED14,MED16,10
CRSP-Mediator 2 complex,MED14,MED17,10
CRSP-Mediator 2 complex,MED14,MED23,10
CRSP-Mediator 2 complex,MED14,MED24,10
CRSP-Mediator 2 complex,MED14,MED4,10
CRSP-Mediator 2 complex,MED15,MED16,10
CRSP-Mediator 2 complex,MED15,MED17,10
CRSP-Mediator 2 complex,MED15,MED23,10
CRSP-Mediator 2 complex,MED15,MED24,10
CRSP-Mediator 2 complex,MED15,MED4,10
CRSP-Mediator 2 complex,MED16,MED17,10
CRSP-Mediator 2 complex,MED16,MED23,10
CRSP-Mediator 2 complex,MED16,MED24,10
CRSP-Mediator 2 complex,MED16,MED4,10
CRSP-Mediator 2 complex,MED17,MED23,10
CRSP-Mediator 2 complex,MED17,MED24,10
CRSP-Mediator 2 complex,MED17,MED4,10
CRSP-Mediator 2 complex,MED23,MED24,10
CRSP-Mediator 2 complex,MED23,MED4,10
CRSP-Mediator 2 complex,MED24,MED4,10
CSA complex,COPS2,COPS4,12
CSA complex,COPS2,DDB1,12
CSA complex,COPS2,GPS1,12
CSA complex,COPS4,DDB1,12
CSA complex,COPS4,GPS1,12
CSA complex,DDB1,GPS1,12
CSA-POLIIa complex,COPS2,COPS4,13
CSA-POLIIa complex,COPS2,DDB1,13
CSA-POLIIa complex,COPS2,GPS1,13
CSA-POLIIa complex,COPS2,POLR2A,13
CSA-POLIIa complex,COPS4,DDB1,13
CSA-POLIIa complex,COPS4,GPS1,13
CSA-POLIIa complex,COPS4,POLR2A,13
CSA-POLIIa complex,DDB1,GPS1,13
CSA-POLIIa complex,DDB1,POLR2A,13
CSA-POLIIa complex,GPS1,POLR2A,13
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,KPNA1,KPNA3,9
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,KPNA1,LMNA,9
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,KPNA1,TOP2A,9
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,KPNA3,LMNA,9
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,KPNA3,TOP2A,9
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,LMNA,TOP2A,9
CTLH complex,ARMC8,MAEA,5
CTLH complex,ARMC8,MKLN1,5
CTLH complex,ARMC8,RANBP9,5
CTLH complex,ARMC8,RMND5A,5
CTLH complex,MAEA,MKLN1,5
CTLH complex,MAEA,RANBP9,5
CTLH complex,MAEA,RMND5A,5
CTLH complex,MKLN1,RANBP9,5
CTLH complex,MKLN1,RMND5A,5
CTLH complex,RANBP9,RMND5A,5
CTNNA1-CTNNB1 complex,CTNNA1,CTNNB1,2
CTNNB1-EPCAM-FHL2-LEF1 complex,CTNNB1,FHL2,4
CTNNB1-EPCAM-FHL2-LEF1 complex,CTNNB1,LEF1,4
CTNNB1-EPCAM-FHL2-LEF1 complex,FHL2,LEF1,4
CTNNB1-FERMT2-TCF7L2 complex,CTNNB1,TCF7L2,3
CTNNB1-GID8 complex,CTNNB1,GID8,2
CUL4A-DDB1-RBBP5 complex,DDB1,RBBP5,3
CUL4A-DDB1-WDR61 complex,DDB1,WDR61,3
CUL4B-DDB1-DTL-CSN complex,COPS2,DDB1,5
CUL4B-DDB1-DTL-CSN complex,COPS2,GPS1,5
CUL4B-DDB1-DTL-CSN complex,DDB1,GPS1,5
CUL4B-DDB1-WDR26 complex,DDB1,WDR26,3
Chromatin assembly complex (CAF-1 complex),CHAF1B,RBBP4,3
Cleavage and polyadenylation factor (CPSF),CPSF1,CPSF2,5
Cleavage and polyadenylation factor (CPSF),CPSF1,CPSF3,5
Cleavage and polyadenylation factor (CPSF),CPSF1,CPSF4,5
Cleavage and polyadenylation factor (CPSF),CPSF2,CPSF3,5
Cleavage and polyadenylation factor (CPSF),CPSF2,CPSF4,5
Cleavage and polyadenylation factor (CPSF),CPSF3,CPSF4,5
CoREST-HDAC complex,HDAC1,HDAC2,7
CoREST-HDAC complex,HDAC1,HMG20B,7
CoREST-HDAC complex,HDAC1,KDM1A,7
CoREST-HDAC complex,HDAC1,PHF21A,7
CoREST-HDAC complex,HDAC1,RCOR1,7
CoREST-HDAC complex,HDAC2,HMG20B,7
CoREST-HDAC complex,HDAC2,KDM1A,7
CoREST-HDAC complex,HDAC2,PHF21A,7
CoREST-HDAC complex,HDAC2,RCOR1,7
CoREST-HDAC complex,HMG20B,KDM1A,7
CoREST-HDAC complex,HMG20B,PHF21A,7
CoREST-HDAC complex,HMG20B,RCOR1,7
CoREST-HDAC complex,KDM1A,PHF21A,7
CoREST-HDAC complex,KDM1A,RCOR1,7
CoREST-HDAC complex,PHF21A,RCOR1,7
CoREST-HDAC2 complex,HDAC2,RCOR1,2
Cohesin-SA1 complex,RAD21,SMC1A,4
Cohesin-SA1 complex,RAD21,SMC3,4
Cohesin-SA1 complex,SMC1A,SMC3,4
Cohesin-SA2 complex,RAD21,SMC1A,4
Cohesin-SA2 complex,RAD21,SMC3,4
Cohesin-SA2 complex,RAD21,STAG2,4
Cohesin-SA2 complex,SMC1A,SMC3,4
Cohesin-SA2 complex,SMC1A,STAG2,4
Cohesin-SA2 complex,SMC3,STAG2,4
CtBP complex,CTBP1,CTBP2,17
CtBP complex,CTBP1,EHMT1,17
CtBP complex,CTBP1,EHMT2,17
CtBP complex,CTBP1,HDAC1,17
CtBP complex,CTBP1,HDAC2,17
CtBP complex,CTBP1,KDM1A,17
CtBP complex,CTBP1,RCOR1,17
CtBP complex,CTBP1,RCOR3,17
CtBP complex,CTBP2,EHMT1,17
CtBP complex,CTBP2,EHMT2,17
CtBP complex,CTBP2,HDAC1,17
CtBP complex,CTBP2,HDAC2,17
CtBP complex,CTBP2,KDM1A,17
CtBP complex,CTBP2,RCOR1,17
CtBP complex,CTBP2,RCOR3,17
CtBP complex,EHMT1,EHMT2,17
CtBP complex,EHMT1,HDAC1,17
CtBP complex,EHMT1,HDAC2,17
CtBP complex,EHMT1,KDM1A,17
CtBP complex,EHMT1,RCOR1,17
CtBP complex,EHMT1,RCOR3,17
CtBP complex,EHMT2,HDAC1,17
CtBP complex,EHMT2,HDAC2,17
CtBP complex,EHMT2,KDM1A,17
CtBP complex,EHMT2,RCOR1,17
CtBP complex,EHMT2,RCOR3,17
CtBP complex,HDAC1,HDAC2,17
CtBP complex,HDAC1,KDM1A,17
CtBP complex,HDAC1,RCOR1,17
CtBP complex,HDAC1,RCOR3,17
CtBP complex,HDAC2,KDM1A,17
CtBP complex,HDAC2,RCOR1,17
CtBP complex,HDAC2,RCOR3,17
CtBP complex,KDM1A,RCOR1,17
CtBP complex,KDM1A,RCOR3,17
CtBP complex,RCOR1,RCOR3,17
CtBP core complex,CTBP1,CTBP2,9
CtBP core complex,CTBP1,EHMT1,9
CtBP core complex,CTBP1,EHMT2,9
CtBP core complex,CTBP1,HDAC1,9
CtBP core complex,CTBP1,HDAC2,9
CtBP core complex,CTBP1,KDM1A,9
CtBP core complex,CTBP1,RCOR1,9
CtBP core complex,CTBP2,EHMT1,9
CtBP core complex,CTBP2,EHMT2,9
CtBP core complex,CTBP2,HDAC1,9
CtBP core complex,CTBP2,HDAC2,9
CtBP core complex,CTBP2,KDM1A,9
CtBP core complex,CTBP2,RCOR1,9
CtBP core complex,EHMT1,EHMT2,9
CtBP core complex,EHMT1,HDAC1,9
CtBP core complex,EHMT1,HDAC2,9
CtBP core complex,EHMT1,KDM1A,9
CtBP core complex,EHMT1,RCOR1,9
CtBP core complex,EHMT2,HDAC1,9
CtBP core complex,EHMT2,HDAC2,9
CtBP core complex,EHMT2,KDM1A,9
CtBP core complex,EHMT2,RCOR1,9
CtBP core complex,HDAC1,HDAC2,9
CtBP core complex,HDAC1,KDM1A,9
CtBP core complex,HDAC1,RCOR1,9
CtBP core complex,HDAC2,KDM1A,9
CtBP core complex,HDAC2,RCOR1,9
CtBP core complex,KDM1A,RCOR1,9
DAXX-Axin-p53-HIPK2 complex,AXIN1,TP53,4
DBC1-SIRT1 complex,CCAR2,SIRT1,2
DCP1A-DCP2 Decapping complex,DCP1A,DCP2,2
DCP1A-NR3C1-PNRC2-UPF1-complex,DCP1A,UPF1,4
DCX DET1-COP1,COP1,DDB1,5
DDB2 complex,COPS2,COPS4,12
DDB2 complex,COPS2,DDB1,12
DDB2 complex,COPS2,GPS1,12
DDB2 complex,COPS4,DDB1,12
DDB2 complex,COPS4,GPS1,12
DDB2 complex,DDB1,GPS1,12
DDX11-RAD21-SMC1A-SMC3 complex,RAD21,SMC1A,4
DDX11-RAD21-SMC1A-SMC3 complex,RAD21,SMC3,4
DDX11-RAD21-SMC1A-SMC3 complex,SMC1A,SMC3,4
DEAF1- complex,DEAF1,XRCC5,3
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,HDLBP,PRKDC,6
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,HDLBP,XRCC5,6
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,PRKDC,XRCC5,6
DICER1-NCOA6-AGO2 complex,AGO2,NCOA6,3
DLL1-CTNNB1-CDH2 complex,CDH2,CTNNB1,3
DMAP1-associated complex,ACTL6A,RUVBL1,10
DMAP1-associated complex,ACTL6A,RUVBL2,10
DMAP1-associated complex,ACTL6A,TRRAP,10
DMAP1-associated complex,RUVBL1,RUVBL2,10
DMAP1-associated complex,RUVBL1,TRRAP,10
DMAP1-associated complex,RUVBL2,TRRAP,10
DNA double-strand break end-joining complex,MRE11,NBN,7
DNA double-strand break end-joining complex,MRE11,RAD50,7
DNA double-strand break end-joining complex,MRE11,XRCC5,7
DNA double-strand break end-joining complex,NBN,RAD50,7
DNA double-strand break end-joining complex,NBN,XRCC5,7
DNA double-strand break end-joining complex,RAD50,XRCC5,7
DNA ligase III-XRCC1 complex,LIG3,XRCC1,2
DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex,LIG3,PNKP,4
DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex,LIG3,POLB,4
DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex,LIG3,XRCC1,4
DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex,PNKP,POLB,4
DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex,PNKP,XRCC1,4
DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex,POLB,XRCC1,4
DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1,LIG3,POLB,5
DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1,LIG3,XRCC1,5
DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1,POLB,XRCC1,5
DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1,LIG3,POLB,5
DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1,LIG3,XRCC1,5
DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1,POLB,XRCC1,5
DNA synthesome complex (13 subunits),POLD1,RFC1,13
DNA synthesome complex (13 subunits),POLD1,TOP2A,13
DNA synthesome complex (13 subunits),RFC1,TOP2A,13
DNA synthesome complex (15 subunits),POLD1,POLE,15
DNA synthesome complex (15 subunits),POLD1,RFC1,15
DNA synthesome complex (15 subunits),POLE,RFC1,15
DNA synthesome complex (17 subunits),POLD1,POLE,17
DNA synthesome complex (17 subunits),POLD1,RFC1,17
DNA synthesome complex (17 subunits),POLD1,TOP2A,17
DNA synthesome complex (17 subunits),POLE,RFC1,17
DNA synthesome complex (17 subunits),POLE,TOP2A,17
DNA synthesome complex (17 subunits),RFC1,TOP2A,17
DNA synthesome core complex,POLD1,RFC1,10
DNA-PK-Ku-eIF2-NF90-NF45 complex,PRKDC,XRCC5,8
DNMT1-RB1-HDAC1-E2F1 complex,HDAC1,RB1,4
DNMT3B complex,HDAC1,SIN3A,7
DNTTIP1-ZNF541-HDAC1-HDAC2 complex,DNTTIP1,HDAC1,4
DNTTIP1-ZNF541-HDAC1-HDAC2 complex,DNTTIP1,HDAC2,4
DNTTIP1-ZNF541-HDAC1-HDAC2 complex,HDAC1,HDAC2,4
DRIP complex,MED1,MED12,14
DRIP complex,MED1,MED14,14
DRIP complex,MED1,MED16,14
DRIP complex,MED1,MED17,14
DRIP complex,MED1,MED23,14
DRIP complex,MED1,MED24,14
DRIP complex,MED1,MED26,14
DRIP complex,MED1,MED4,14
DRIP complex,MED12,MED14,14
DRIP complex,MED12,MED16,14
DRIP complex,MED12,MED17,14
DRIP complex,MED12,MED23,14
DRIP complex,MED12,MED24,14
DRIP complex,MED12,MED26,14
DRIP complex,MED12,MED4,14
DRIP complex,MED14,MED16,14
DRIP complex,MED14,MED17,14
DRIP complex,MED14,MED23,14
DRIP complex,MED14,MED24,14
DRIP complex,MED14,MED26,14
DRIP complex,MED14,MED4,14
DRIP complex,MED16,MED17,14
DRIP complex,MED16,MED23,14
DRIP complex,MED16,MED24,14
DRIP complex,MED16,MED26,14
DRIP complex,MED16,MED4,14
DRIP complex,MED17,MED23,14
DRIP complex,MED17,MED24,14
DRIP complex,MED17,MED26,14
DRIP complex,MED17,MED4,14
DRIP complex,MED23,MED24,14
DRIP complex,MED23,MED26,14
DRIP complex,MED23,MED4,14
DRIP complex,MED24,MED26,14
DRIP complex,MED24,MED4,14
DRIP complex,MED26,MED4,14
Daxx-Axin-p53 complex,AXIN1,TP53,3
Decapping complex,DCP1A,DCP2,5
Decapping complex,DCP1A,EDC3,5
Decapping complex,DCP1A,EDC4,5
Decapping complex,DCP2,EDC3,5
Decapping complex,DCP2,EDC4,5
Decapping complex,EDC3,EDC4,5
Dynein complex,DYNC1H1,DYNC1LI1,4
Dynein-dynactin complex,DYNC1H1,DYNC1LI1,5
Dysbindin 1-A-DNA-PK-complex,PRKDC,XRCC5,4
E2F-6 complex,EHMT1,EHMT2,12
E6AP-HERC2-MAPK6-NEURL4 complex,HERC2,NEURL4,4
EBAFa complex,ACTL6A,SMARCA4,10
EBAFa complex,ACTL6A,SMARCB1,10
EBAFa complex,ACTL6A,SMARCC1,10
EBAFa complex,ACTL6A,SMARCC2,10
EBAFa complex,ACTL6A,SMARCD1,10
EBAFa complex,ACTL6A,SMARCD2,10
EBAFa complex,ACTL6A,SMARCE1,10
EBAFa complex,SMARCA4,SMARCB1,10
EBAFa complex,SMARCA4,SMARCC1,10
EBAFa complex,SMARCA4,SMARCC2,10
EBAFa complex,SMARCA4,SMARCD1,10
EBAFa complex,SMARCA4,SMARCD2,10
EBAFa complex,SMARCA4,SMARCE1,10
EBAFa complex,SMARCB1,SMARCC1,10
EBAFa complex,SMARCB1,SMARCC2,10
EBAFa complex,SMARCB1,SMARCD1,10
EBAFa complex,SMARCB1,SMARCD2,10
EBAFa complex,SMARCB1,SMARCE1,10
EBAFa complex,SMARCC1,SMARCC2,10
EBAFa complex,SMARCC1,SMARCD1,10
EBAFa complex,SMARCC1,SMARCD2,10
EBAFa complex,SMARCC1,SMARCE1,10
EBAFa complex,SMARCC2,SMARCD1,10
EBAFa complex,SMARCC2,SMARCD2,10
EBAFa complex,SMARCC2,SMARCE1,10
EBAFa complex,SMARCD1,SMARCD2,10
EBAFa complex,SMARCD1,SMARCE1,10
EBAFa complex,SMARCD2,SMARCE1,10
EBAFb complex,ACTL6A,ARID1B,10
EBAFb complex,ACTL6A,SMARCA4,10
EBAFb complex,ACTL6A,SMARCB1,10
EBAFb complex,ACTL6A,SMARCC1,10
EBAFb complex,ACTL6A,SMARCC2,10
EBAFb complex,ACTL6A,SMARCD1,10
EBAFb complex,ACTL6A,SMARCD2,10
EBAFb complex,ACTL6A,SMARCE1,10
EBAFb complex,ARID1B,SMARCA4,10
EBAFb complex,ARID1B,SMARCB1,10
EBAFb complex,ARID1B,SMARCC1,10
EBAFb complex,ARID1B,SMARCC2,10
EBAFb complex,ARID1B,SMARCD1,10
EBAFb complex,ARID1B,SMARCD2,10
EBAFb complex,ARID1B,SMARCE1,10
EBAFb complex,SMARCA4,SMARCB1,10
EBAFb complex,SMARCA4,SMARCC1,10
EBAFb complex,SMARCA4,SMARCC2,10
EBAFb complex,SMARCA4,SMARCD1,10
EBAFb complex,SMARCA4,SMARCD2,10
EBAFb complex,SMARCA4,SMARCE1,10
EBAFb complex,SMARCB1,SMARCC1,10
EBAFb complex,SMARCB1,SMARCC2,10
EBAFb complex,SMARCB1,SMARCD1,10
EBAFb complex,SMARCB1,SMARCD2,10
EBAFb complex,SMARCB1,SMARCE1,10
EBAFb complex,SMARCC1,SMARCC2,10
EBAFb complex,SMARCC1,SMARCD1,10
EBAFb complex,SMARCC1,SMARCD2,10
EBAFb complex,SMARCC1,SMARCE1,10
EBAFb complex,SMARCC2,SMARCD1,10
EBAFb complex,SMARCC2,SMARCD2,10
EBAFb complex,SMARCC2,SMARCE1,10
EBAFb complex,SMARCD1,SMARCD2,10
EBAFb complex,SMARCD1,SMARCE1,10
EBAFb complex,SMARCD2,SMARCE1,10
"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)",EIF3A,EIF3G,5
"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)",EIF3A,EIF3I,5
"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)",EIF3G,EIF3I,5
"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)",EIF3A,EIF3G,5
"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)",EIF3A,EIF3I,5
"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)",EIF3G,EIF3I,5
"EIF3 complex (EIF3B, EIF3G, EIF3I)",EIF3G,EIF3I,3
"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)",EIF3A,EIF3G,4
"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)",EIF3A,EIF3I,4
"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)",EIF3G,EIF3I,4
ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex,HDAC2,MTA1,6
ESR1-RELA-BCL3-NCOA3 complex,NCOA3,RELA,4
ESR1-TRAP/Mediator coactivator-complex,EP300,MED1,18
ESR1-TRAP/Mediator coactivator-complex,EP300,MED12,18
ESR1-TRAP/Mediator coactivator-complex,EP300,MED14,18
ESR1-TRAP/Mediator coactivator-complex,EP300,MED16,18
ESR1-TRAP/Mediator coactivator-complex,EP300,MED17,18
ESR1-TRAP/Mediator coactivator-complex,EP300,MED20,18
ESR1-TRAP/Mediator coactivator-complex,EP300,MED23,18
ESR1-TRAP/Mediator coactivator-complex,EP300,MED24,18
ESR1-TRAP/Mediator coactivator-complex,EP300,NCOA1,18
ESR1-TRAP/Mediator coactivator-complex,MED1,MED12,18
ESR1-TRAP/Mediator coactivator-complex,MED1,MED14,18
ESR1-TRAP/Mediator coactivator-complex,MED1,MED16,18
ESR1-TRAP/Mediator coactivator-complex,MED1,MED17,18
ESR1-TRAP/Mediator coactivator-complex,MED1,MED20,18
ESR1-TRAP/Mediator coactivator-complex,MED1,MED23,18
ESR1-TRAP/Mediator coactivator-complex,MED1,MED24,18
ESR1-TRAP/Mediator coactivator-complex,MED1,NCOA1,18
ESR1-TRAP/Mediator coactivator-complex,MED12,MED14,18
ESR1-TRAP/Mediator coactivator-complex,MED12,MED16,18
ESR1-TRAP/Mediator coactivator-complex,MED12,MED17,18
ESR1-TRAP/Mediator coactivator-complex,MED12,MED20,18
ESR1-TRAP/Mediator coactivator-complex,MED12,MED23,18
ESR1-TRAP/Mediator coactivator-complex,MED12,MED24,18
ESR1-TRAP/Mediator coactivator-complex,MED12,NCOA1,18
ESR1-TRAP/Mediator coactivator-complex,MED14,MED16,18
ESR1-TRAP/Mediator coactivator-complex,MED14,MED17,18
ESR1-TRAP/Mediator coactivator-complex,MED14,MED20,18
ESR1-TRAP/Mediator coactivator-complex,MED14,MED23,18
ESR1-TRAP/Mediator coactivator-complex,MED14,MED24,18
ESR1-TRAP/Mediator coactivator-complex,MED14,NCOA1,18
ESR1-TRAP/Mediator coactivator-complex,MED16,MED17,18
ESR1-TRAP/Mediator coactivator-complex,MED16,MED20,18
ESR1-TRAP/Mediator coactivator-complex,MED16,MED23,18
ESR1-TRAP/Mediator coactivator-complex,MED16,MED24,18
